ImageNumber,ObjectNumber,Intensity_IntegratedIntensityEdge_Image_c1,Intensity_IntegratedIntensityEdge_Image_c2,Intensity_IntegratedIntensityEdge_Image_c3,Intensity_IntegratedIntensityEdge_Image_c4,Intensity_IntegratedIntensityEdge_Image_c5,Intensity_IntegratedIntensity_Image_c1,Intensity_IntegratedIntensity_Image_c2,Intensity_IntegratedIntensity_Image_c3,Intensity_IntegratedIntensity_Image_c4,Intensity_IntegratedIntensity_Image_c5,Intensity_LowerQuartileIntensity_Image_c1,Intensity_LowerQuartileIntensity_Image_c2,Intensity_LowerQuartileIntensity_Image_c3,Intensity_LowerQuartileIntensity_Image_c4,Intensity_LowerQuartileIntensity_Image_c5,Intensity_MADIntensity_Image_c1,Intensity_MADIntensity_Image_c2,Intensity_MADIntensity_Image_c3,Intensity_MADIntensity_Image_c4,Intensity_MADIntensity_Image_c5,Intensity_MassDisplacement_Image_c1,Intensity_MassDisplacement_Image_c2,Intensity_MassDisplacement_Image_c3,Intensity_MassDisplacement_Image_c4,Intensity_MassDisplacement_Image_c5,Intensity_MaxIntensityEdge_Image_c1,Intensity_MaxIntensityEdge_Image_c2,Intensity_MaxIntensityEdge_Image_c3,Intensity_MaxIntensityEdge_Image_c4,Intensity_MaxIntensityEdge_Image_c5,Intensity_MaxIntensity_Image_c1,Intensity_MaxIntensity_Image_c2,Intensity_MaxIntensity_Image_c3,Intensity_MaxIntensity_Image_c4,Intensity_MaxIntensity_Image_c5,Intensity_MeanIntensityEdge_Image_c1,Intensity_MeanIntensityEdge_Image_c2,Intensity_MeanIntensityEdge_Image_c3,Intensity_MeanIntensityEdge_Image_c4,Intensity_MeanIntensityEdge_Image_c5,Intensity_MeanIntensity_Image_c1,Intensity_MeanIntensity_Image_c2,Intensity_MeanIntensity_Image_c3,Intensity_MeanIntensity_Image_c4,Intensity_MeanIntensity_Image_c5,Intensity_MedianIntensity_Image_c1,Intensity_MedianIntensity_Image_c2,Intensity_MedianIntensity_Image_c3,Intensity_MedianIntensity_Image_c4,Intensity_MedianIntensity_Image_c5,Intensity_MinIntensityEdge_Image_c1,Intensity_MinIntensityEdge_Image_c2,Intensity_MinIntensityEdge_Image_c3,Intensity_MinIntensityEdge_Image_c4,Intensity_MinIntensityEdge_Image_c5,Intensity_MinIntensity_Image_c1,Intensity_MinIntensity_Image_c2,Intensity_MinIntensity_Image_c3,Intensity_MinIntensity_Image_c4,Intensity_MinIntensity_Image_c5,Intensity_StdIntensityEdge_Image_c1,Intensity_StdIntensityEdge_Image_c2,Intensity_StdIntensityEdge_Image_c3,Intensity_StdIntensityEdge_Image_c4,Intensity_StdIntensityEdge_Image_c5,Intensity_StdIntensity_Image_c1,Intensity_StdIntensity_Image_c2,Intensity_StdIntensity_Image_c3,Intensity_StdIntensity_Image_c4,Intensity_StdIntensity_Image_c5,Intensity_UpperQuartileIntensity_Image_c1,Intensity_UpperQuartileIntensity_Image_c2,Intensity_UpperQuartileIntensity_Image_c3,Intensity_UpperQuartileIntensity_Image_c4,Intensity_UpperQuartileIntensity_Image_c5,Location_CenterMassIntensity_X_Image_c1,Location_CenterMassIntensity_X_Image_c2,Location_CenterMassIntensity_X_Image_c3,Location_CenterMassIntensity_X_Image_c4,Location_CenterMassIntensity_X_Image_c5,Location_CenterMassIntensity_Y_Image_c1,Location_CenterMassIntensity_Y_Image_c2,Location_CenterMassIntensity_Y_Image_c3,Location_CenterMassIntensity_Y_Image_c4,Location_CenterMassIntensity_Y_Image_c5,Location_CenterMassIntensity_Z_Image_c1,Location_CenterMassIntensity_Z_Image_c2,Location_CenterMassIntensity_Z_Image_c3,Location_CenterMassIntensity_Z_Image_c4,Location_CenterMassIntensity_Z_Image_c5,Location_Center_X,Location_Center_Y,Location_Center_Z,Location_MaxIntensity_X_Image_c1,Location_MaxIntensity_X_Image_c2,Location_MaxIntensity_X_Image_c3,Location_MaxIntensity_X_Image_c4,Location_MaxIntensity_X_Image_c5,Location_MaxIntensity_Y_Image_c1,Location_MaxIntensity_Y_Image_c2,Location_MaxIntensity_Y_Image_c3,Location_MaxIntensity_Y_Image_c4,Location_MaxIntensity_Y_Image_c5,Location_MaxIntensity_Z_Image_c1,Location_MaxIntensity_Z_Image_c2,Location_MaxIntensity_Z_Image_c3,Location_MaxIntensity_Z_Image_c4,Location_MaxIntensity_Z_Image_c5,Neighbors_AngleBetweenNeighbors_8,Neighbors_FirstClosestDistance_8,Neighbors_FirstClosestObjectNumber_8,Neighbors_NumberOfNeighbors_8,Neighbors_PercentTouching_8,Neighbors_SecondClosestDistance_8,Neighbors_SecondClosestObjectNumber_8,Number_Object_Number
5,6,3.051804378628731e-05,3.051804378628731e-05,0.0008545052260160446,0.00158693827688694,0.0007171740289777517,0.000747692072764039,0.0002899214159697294,0.006485084304586053,0.02471961546689272,0.010391393909230828,0.0,0.0,0.0,1.5259021893143654e-05,0.0,0.0,0.0,0.0,3.051804378628731e-05,1.5259021893143654e-05,4.835404521192267,0.48929272459835665,15.267793693765313,1.2778785037943585,2.3512990315774354,1.5259021893143654e-05,1.5259021893143654e-05,0.0007629510946571827,0.0003051804378628731,7.629510946571827e-05,4.577706567943096e-05,1.5259021893143654e-05,0.0009308003354817629,0.0005951018538326025,0.0002594033721834421,5.651489590053205e-07,5.651489590053205e-07,1.5824170852148973e-05,2.9387745868276665e-05,1.3281000536625032e-05,1.8833553470126927e-06,7.302806447600237e-07,1.633522494857948e-05,6.226603392164413e-05,2.617479574113559e-05,0.0,0.0,0.0,4.577706567943096e-05,1.5259021893143654e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8817055700547784e-06,2.8817055700547784e-06,0.0001028213943762224,4.894986088517219e-05,1.9489446799991796e-05,5.677063497967551e-06,3.2573084788550694e-06,7.872039481569422e-05,6.411689827900048e-05,3.639768978632746e-05,0.0,0.0,0.0,9.155413135886192e-05,3.051804378628731e-05,54.244897959183675,53.36842105263158,52.4964705882353,54.63641975308642,54.923641703377385,15.591836734693878,20.526315789473685,5.20235294117647,21.41296296296296,22.4992657856094,0.0,0.0,0.0,0.0,0.0,53.84382871536524,20.410579345088163,0,55.0,49.0,48.0,55.0,57.0,38.0,4.0,0.0,22.0,32.0,0.0,0.0,0.0,0.0,0.0,61.34917932977886,21.91722532825757,1,3.0,41.02564102564103,23.55568047859962,4,6
5,7,1.5259021893143654e-05,1.5259021893143654e-05,0.0002594033721834421,0.0017242694739252329,0.0013122758828103542,7.629510946571827e-05,6.103608757257462e-05,0.0009002822916954756,0.005416952772065997,0.0053559166844934225,0.0,0.0,0.0,3.051804378628731e-05,0.0,0.0,0.0,0.0,3.051804378628731e-05,2.288853283971548e-05,2.148189040135043,0.8842778607157475,1.3731100976577808,0.7682366047057042,0.9723745916408618,1.5259021893143654e-05,1.5259021893143654e-05,7.629510946571827e-05,0.00015259021893143654,0.00027466239407658577,1.5259021893143654e-05,1.5259021893143654e-05,7.629510946571827e-05,0.00027466239407658577,0.00038147554732859135,4.1240599711199063e-07,4.1240599711199063e-07,7.010901950903841e-06,4.660187767365494e-05,3.54669157516312e-05,8.203775211367556e-07,6.563020169094045e-07,9.680454749413715e-06,5.824680400070965e-05,5.759050198380024e-05,0.0,0.0,0.0,4.577706567943096e-05,2.288853283971548e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.474435982671943e-06,2.474435982671943e-06,1.6485926510614688e-05,3.852852125283225e-05,6.386303610669764e-05,3.4416768120324987e-06,3.0957704222270062e-06,1.6102821712805786e-05,5.146428997536658e-05,8.343106289301292e-05,0.0,0.0,1.5259021893143654e-05,7.629510946571827e-05,7.629510946571827e-05,9.6,12.0,11.76271186440678,10.512676056338028,11.686609686609687,39.6,37.75,36.96610169491525,38.3830985915493,39.12535612535613,0.0,0.0,0.0,0.0,0.0,11.268817204301076,38.24731182795699,0,7.0,15.0,17.0,12.0,12.0,41.0,36.0,30.0,37.0,38.0,0.0,0.0,0.0,0.0,0.0,177.99550573785703,8.829788529539812,5,3.0,100.0,9.815107008421913,9,7
5,8,4.577706567943096e-05,1.5259021893143654e-05,0.0001678492408245802,0.0008545052260160446,0.0005798428319394588,0.0002899214159697294,7.629510946571827e-05,0.0005188067443668842,0.00617990386672318,0.012893873499706388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.051804378628731e-05,4.577706567943096e-05,0.820935759488286,3.5246890874079395,1.4526750273027684,0.6098830419963532,1.0627606977281963,3.051804378628731e-05,1.5259021893143654e-05,6.103608757257462e-05,0.0001678492408245802,0.00015259021893143654,3.051804378628731e-05,1.5259021893143654e-05,6.103608757257462e-05,0.0001678492408245802,0.0004882887005805969,1.144426641985774e-06,3.8147554732859134e-07,4.196231020614505e-06,2.1362630650401116e-05,1.4496070798486472e-05,1.9589284862819554e-06,5.155074963899883e-07,3.5054509754519203e-06,4.175610720758905e-05,8.712076688990803e-05,0.0,0.0,0.0,3.051804378628731e-05,4.577706567943096e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2720969550116255e-06,2.3823140295049862e-06,1.0783012147563825e-05,3.7656100332280997e-05,2.9539117537344464e-05,5.6874285915260295e-06,2.7568808814782367e-06,8.707042172967905e-06,3.943965896951855e-05,0.00011165597248195278,0.0,0.0,0.0,6.103608757257462e-05,0.00015259021893143654,36.31578947368421,37.6,37.26470588235294,36.57283950617284,36.6284023668639,41.21052631578947,43.6,41.23529411764706,40.75308641975309,41.32662721893491,0.0,0.0,0.0,0.0,0.0,36.054054054054056,40.432432432432435,0,42.0,35.0,38.0,38.0,38.0,44.0,41.0,47.0,47.0,44.0,0.0,0.0,0.0,0.0,0.0,157.7451416018105,13.141240590100383,4,5.0,100.0,14.277657900326318,10,8
5,9,4.577706567943096e-05,1.5259021893143654e-05,0.00024414435029029846,0.0011139085981994867,0.0009918364230543375,0.00018310826271772385,7.629510946571827e-05,0.0018463416490703821,0.00572213320992887,0.007797360187396407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5259021893143654e-05,1.5259021893143654e-05,2.062554861979992,2.028732220495493,1.2423213929003325,1.0942977058696475,2.9155163751700033,1.5259021893143654e-05,1.5259021893143654e-05,7.629510946571827e-05,7.629510946571827e-05,0.0002594033721834421,3.051804378628731e-05,1.5259021893143654e-05,0.0003051804378628731,0.00047302967868745327,0.0005645838100463152,8.637182203666219e-07,2.8790607345554066e-07,4.6064971752886505e-06,2.1017143362254467e-05,1.871389477461014e-05,1.181343630436928e-06,4.922265126820533e-07,1.1911881606905691e-05,3.6916988451154e-05,5.030554959610585e-05,0.0,0.0,0.0,1.5259021893143654e-05,1.5259021893143654e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.526114869071635e-06,2.076120220722907e-06,1.3771423583615438e-05,2.70417225916487e-05,4.71146655831354e-05,4.431132315825092e-06,2.6960356439806366e-06,3.362220564123097e-05,5.597461737744459e-05,0.00010339259786680366,0.0,0.0,1.5259021893143654e-05,6.103608757257462e-05,4.577706567943096e-05,14.166666666666666,15.6,13.487603305785123,13.965333333333334,15.238747553816047,49.416666666666664,45.6,47.47933884297521,48.216,44.56164383561644,0.0,0.0,0.0,0.0,0.0,14.729032258064516,47.43225806451613,0,10.0,17.0,13.0,20.0,16.0,49.0,55.0,46.0,47.0,44.0,0.0,0.0,0.0,0.0,0.0,139.8936519387568,9.815107008421913,7,4.0,100.0,17.74500589248924,11,9
5,10,7.629510946571827e-05,1.5259021893143654e-05,0.00024414435029029846,0.0020904859993606806,0.0010528725106269121,0.00035095750354230404,0.00015259021893143654,0.003265430685132742,0.013015945674851537,0.018097199965268373,0.0,0.0,0.0,1.5259021893143654e-05,1.5259021893143654e-05,0.0,0.0,0.0,3.051804378628731e-05,3.051804378628731e-05,1.5912406053102155,0.9548522257780974,3.399964627305675,0.8242667434373893,1.7223618381761934,1.5259021893143654e-05,1.5259021893143654e-05,6.103608757257462e-05,0.00015259021893143654,7.629510946571827e-05,3.051804378628731e-05,3.051804378628731e-05,0.0008697642479091883,0.00041199359111487865,0.000839246204122901,1.5894814472024639e-06,3.178962894404928e-07,5.086340631047885e-06,4.3551791653347514e-05,2.1934843971394002e-05,1.6633057039919623e-06,7.231763930399836e-07,1.5475974811055647e-05,6.16869463263106e-05,8.576872021454205e-05,0.0,0.0,0.0,4.577706567943096e-05,3.051804378628731e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.661274603647292e-06,2.179387159153136e-06,1.4045117131577992e-05,4.733880308349318e-05,2.410777572446353e-05,5.406922501356281e-06,3.566366947097816e-06,6.566059341783239e-05,5.92062883248988e-05,0.0001435259749285533,0.0,0.0,1.5259021893143654e-05,9.155413135886192e-05,6.485084304586053e-05,44.608695652173914,45.3,47.574766355140184,45.59671746776085,43.9460370994941,52.21739130434783,51.9,53.808411214953274,51.83235638921454,51.29510961214165,0.0,0.0,0.0,0.0,0.0,45.644549763033176,51.00947867298578,0,46.0,45.0,51.0,46.0,42.0,58.0,56.0,56.0,58.0,49.0,0.0,0.0,0.0,0.0,0.0,66.06563014959255,14.277657900326318,8,3.0,85.71428571428571,16.252041777341528,11,10
5,11,0.0,0.0,6.103608757257462e-05,0.0008850232698023319,0.0005951018538326025,0.00032043945975601673,0.0001983672846108675,0.0010833905544131994,0.00781261920928955,0.010971236741170287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.051804378628731e-05,1.5259021893143654e-05,1.4241894855993729,1.1999363265314271,0.8662888553838851,1.2820892642390096,4.295752957820998,0.0,0.0,1.5259021893143654e-05,0.00015259021893143654,0.00012207217514514923,1.5259021893143654e-05,3.051804378628731e-05,0.00012207217514514923,0.000747692072764039,0.0007629510946571827,0.0,0.0,1.7951790462521945e-06,2.6030096170656823e-05,1.7502995700958898e-05,1.6517497925567874e-06,1.022511776344678e-06,5.584487393882471e-06,4.0271233037575003e-05,5.655276670706333e-05,0.0,0.0,0.0,3.051804378628731e-05,1.5259021893143654e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.916300291964683e-06,3.94326922414596e-05,2.9405476637211982e-05,4.74086583541531e-06,4.117934969717437e-06,1.5141192987871505e-05,6.416820307881109e-05,0.00010640929865185108,0.0,0.0,0.0,4.577706567943096e-05,6.103608757257462e-05,29.238095238095237,31.307692307692307,30.87323943661972,31.3359375,34.50625869262865,57.142857142857146,55.61538461538461,56.66197183098591,56.71875,56.18776077885953,0.0,0.0,0.0,0.0,0.0,30.211340206185568,56.103092783505154,0,34.0,32.0,35.0,35.0,35.0,56.0,55.0,59.0,59.0,59.0,0.0,0.0,0.0,0.0,0.0,51.28724189723241,16.252041777341528,10,3.0,87.14285714285714,16.724440228203655,8,11
6,1,0.00010681315325200558,3.051804378628731e-05,0.0023498893715441227,0.0021057450212538242,0.0006866559851914644,0.0008239871822297573,0.00018310826271772385,0.0061951628886163235,0.01269550621509552,0.010620279237627983,0.0,0.0,0.0,1.5259021893143654e-05,0.0,0.0,0.0,0.0,3.8147554732859135e-05,1.5259021893143654e-05,0.6678333950567825,0.7910692211248517,10.57163236057415,1.6354384522884375,3.0078521111590395,3.051804378628731e-05,1.5259021893143654e-05,0.000839246204122901,0.00018310826271772385,0.00012207217514514923,4.577706567943096e-05,1.5259021893143654e-05,0.0008850232698023319,0.00021362630650401115,0.000396734569221735,3.3379110391251743e-06,9.536888683214784e-07,7.343404286075383e-05,6.580453191418201e-05,2.1457999537233263e-05,4.099438717560981e-06,9.109863816802182e-07,3.0821705913514046e-05,6.316172246316179e-05,5.2837210137452655e-05,0.0,0.0,0.0,4.577706567943096e-05,1.5259021893143654e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.300381085238971e-06,3.693621104472484e-06,0.0001998450415545265,5.778284297007087e-05,2.408418458883511e-05,9.71600181866365e-06,3.615365120538639e-06,0.00013171202562805488,5.536454727767322e-05,7.592198435266686e-05,0.0,0.0,0.0,0.00010681315325200558,6.103608757257462e-05,43.870370370370374,43.666666666666664,34.679802955665025,44.41225961538461,47.422413793103445,5.7407407407407405,5.416666666666667,1.4039408866995073,7.0576923076923075,4.915229885057471,0.0,0.0,0.0,0.0,0.0,44.45771144278607,5.422885572139304,0,44.0,50.0,33.0,47.0,48.0,4.0,10.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,37.447790578086185,12.453959123986195,6,4.0,78.87323943661971,15.260526395038466,7,1
6,2,4.577706567943096e-05,0.0,0.005859464406967163,0.0013885709922760725,0.0014648661017417908,0.00024414435029029846,3.051804378628731e-05,0.012603952083736658,0.0024109254591166973,0.003524834057316184,0.0,0.0,5.340657662600279e-05,0.0,1.5259021893143654e-05,0.0,0.0,0.00023651483934372663,3.051804378628731e-05,4.577706567943096e-05,0.6099466165775174,0.7487844601467688,1.1741876406864804,1.638140353321492,1.2071323560280576,3.051804378628731e-05,0.0,0.0007782101165503263,0.0002899214159697294,0.00035095750354230404,4.577706567943096e-05,1.5259021893143654e-05,0.0007782101165503263,0.0002899214159697294,0.00035095750354230404,2.4093192462858403e-06,0.0,0.00030839286352458755,7.308268380400382e-05,7.709821588114689e-05,5.9547402509828894e-06,7.443425313728612e-07,0.00030741346545699167,5.880305997845603e-05,8.597156237356546e-05,0.0,0.0,0.0003128099488094449,3.051804378628731e-05,6.103608757257462e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.447702507970046e-06,0.0,0.00026649099126621877,9.758982230512226e-05,0.00010054558757058261,1.1115404369358527e-05,3.2869276198611205e-06,0.0002391993105762858,7.555168360677862e-05,9.06662980059551e-05,1.5259021893143654e-05,0.0,0.0004997329670004547,7.629510946571827e-05,0.00010681315325200558,12.5,12.5,11.294188861985472,12.613924050632912,12.567099567099566,8.625,7.5,7.313559322033898,9.708860759493671,9.268398268398268,0.0,0.0,0.0,0.0,0.0,12.121951219512194,8.146341463414634,0,10.0,14.0,10.0,11.0,13.0,9.0,6.0,7.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,64.1944902956308,9.273358017440819,3,2.0,100.0,11.273165071579015,4,2
6,3,3.051804378628731e-05,1.5259021893143654e-05,0.003524834057316184,0.0023041123058646917,0.0013427939265966415,0.00035095750354230404,3.051804378628731e-05,0.010803387500345707,0.008194094756618142,0.01519798580557108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5259021893143654e-05,4.577706567943096e-05,4.577706567943096e-05,1.0780055591758304,4.050475053960761,1.4652766474286611,1.4283838323979283,1.2553828255714439,1.5259021893143654e-05,1.5259021893143654e-05,0.0012970168609172106,0.0003051804378628731,0.0003051804378628731,3.051804378628731e-05,1.5259021893143654e-05,0.0012970168609172106,0.0003051804378628731,0.000839246204122901,7.825139432381361e-07,3.9125697161906805e-07,9.038036044400472e-05,5.907980271447927e-05,3.443061350247799e-05,2.999636782412855e-06,2.608379810793787e-07,9.233664530210006e-05,7.003499791981318e-05,0.0001298973145775306,0.0,0.0,1.5259021893143654e-05,4.577706567943096e-05,4.577706567943096e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.365719732865287e-06,2.4118699546078188e-06,0.00025202294773739856,8.500637370305891e-05,5.8101330943612966e-05,7.259079305485442e-06,1.977901921602803e-06,0.00020448633044087522,7.563109597664858e-05,0.0001783247811326628,0.0,0.0,7.629510946571827e-05,0.00012207217514514923,0.00021362630650401115,17.217391304347824,20.5,19.19632768361582,16.65735567970205,16.949799196787147,14.608695652173912,18.5,16.203389830508474,15.2756052141527,14.71285140562249,0.0,0.0,0.0,0.0,0.0,18.085470085470085,15.247863247863247,0,15.0,18.0,23.0,12.0,18.0,16.0,20.0,16.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,66.72327750712199,9.273358017440819,2,5.0,100.0,11.048217820108443,4,3
6,4,0.0001678492408245802,4.577706567943096e-05,0.0073395895306020975,0.0028381780721247196,0.0013427939265966415,0.0006866559851914644,0.00015259021893143654,0.022995345992967486,0.013138017849996686,0.012390325777232647,0.0,0.0,0.0,1.5259021893143654e-05,0.0,0.0,0.0,3.051804378628731e-05,4.577706567943096e-05,3.051804378628731e-05,0.7597163997759612,0.8815912120331593,4.074147161689281,0.7659805512137944,1.9360891103159206,4.577706567943096e-05,3.051804378628731e-05,0.0010681315325200558,0.0002899214159697294,0.0001678492408245802,6.103608757257462e-05,3.051804378628731e-05,0.0010681315325200558,0.0002899214159697294,0.0006561379414051771,4.093883922550736e-06,1.1165137970592917e-06,0.00017901437879517312,6.922385541767609e-05,3.275107138040589e-05,3.946298765468187e-06,8.769552812151525e-07,0.0001321571608791235,7.550584971262463e-05,7.120876883467038e-05,0.0,0.0,3.051804378628731e-05,6.103608757257462e-05,3.051804378628731e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.93211037647433e-06,5.210397719610033e-06,0.00025522158428689645,7.648821260461965e-05,3.761324182440224e-05,9.352225445636624e-06,3.910079952787777e-06,0.00021803141843469774,6.859769330773276e-05,0.00012653258305153013,0.0,0.0,0.00013733119703829288,0.00012207217514514923,6.103608757257462e-05,6.7555555555555555,7.8,6.13271400132714,7.713124274099884,8.636699507389162,18.31111111111111,17.6,14.595222295952222,19.168408826945413,16.85960591133005,0.0,0.0,0.0,0.0,0.0,7.505747126436781,18.43103448275862,0,5.0,13.0,13.0,12.0,10.0,21.0,17.0,18.0,13.0,18.0,0.0,0.0,0.0,0.0,0.0,49.08223219724722,11.048217820108443,3,4.0,100.0,11.273165071579015,2,4
6,5,6.103608757257462e-05,3.051804378628731e-05,0.0009155413135886192,0.003219653619453311,0.0013427939265966415,0.00047302967868745327,0.0001983672846108675,0.0024109254591166973,0.011963073164224625,0.014770733192563057,0.0,0.0,0.0,1.5259021893143654e-05,0.0,0.0,0.0,0.0,3.051804378628731e-05,3.051804378628731e-05,0.8370419944120231,1.5382689897891166,3.028000976518821,1.0549565898871909,0.7650874093742064,1.5259021893143654e-05,1.5259021893143654e-05,0.00015259021893143654,0.00027466239407658577,0.00018310826271772385,3.051804378628731e-05,3.051804378628731e-05,0.00015259021893143654,0.0003051804378628731,0.0005188067443668842,1.0523463374581831e-06,5.261731687290916e-07,1.5785195061872747e-05,5.5511269300919154e-05,2.3151619424080027e-05,2.6134236391572006e-06,1.095951848678826e-06,1.3320030160865731e-05,6.609432687416919e-05,8.160626073239258e-05,0.0,0.0,0.0,4.577706567943096e-05,3.051804378628731e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.866567339188898e-06,2.7842467020240085e-06,3.527323016801715e-05,6.428417192317854e-05,3.9895586370755143e-05,6.583272487202589e-06,4.8208320052225406e-06,2.6841786202667902e-05,6.033774910243087e-05,0.0001186036975458306,0.0,0.0,1.5259021893143654e-05,0.00010681315325200558,0.00012207217514514923,31.225806451612904,29.23076923076923,29.120253164556964,31.710459183673468,30.78099173553719,16.483870967741936,17.46153846153846,14.60759493670886,16.75127551020408,17.929752066115704,0.0,0.0,0.0,0.0,0.0,30.740331491712706,17.165745856353592,0,31.0,28.0,24.0,33.0,29.0,16.0,21.0,15.0,21.0,17.0,0.0,0.0,0.0,0.0,0.0,171.52229688910617,9.306324870532704,7,6.0,100.0,12.799366816806161,3,5
6,6,7.629510946571827e-05,1.5259021893143654e-05,7.629510946571827e-05,0.002197299152612686,0.0012664988171309233,0.00024414435029029846,4.577706567943096e-05,0.00021362630650401115,0.005432211793959141,0.004196231020614505,0.0,0.0,0.0,4.577706567943096e-05,1.5259021893143654e-05,0.0,0.0,0.0,4.577706567943096e-05,3.051804378628731e-05,1.4286830313549699,0.5206207048968996,0.9261644628492857,0.3982470344038464,0.8405139070417041,3.051804378628731e-05,1.5259021893143654e-05,6.103608757257462e-05,0.00027466239407658577,0.00021362630650401115,6.103608757257462e-05,1.5259021893143654e-05,6.103608757257462e-05,0.0003051804378628731,0.0003662165254354477,3.8147554732859135e-06,7.629510946571827e-07,3.8147554732859135e-06,0.00010986495763063431,6.332494085654616e-05,4.3597205408981865e-06,8.1744760141841e-07,3.8147554732859135e-06,9.700378203498465e-05,7.493269679668759e-05,0.0,0.0,0.0,9.155413135886192e-05,4.577706567943096e-05,0.0,0.0,0.0,3.051804378628731e-05,0.0,0.0,0.0,0.0,1.5259021893143654e-05,0.0,9.498664526657522e-06,3.3256267204743943e-06,1.354103863978524e-05,6.53827276436723e-05,5.674120175119892e-05,1.1061582755920219e-05,3.4358740176957254e-06,1.0885668699815469e-05,6.86309888402748e-05,7.620114244063967e-05,0.0,0.0,0.0,0.00013733119703829288,0.00010681315325200558,49.875,49.0,48.0,48.88483146067416,49.30909090909091,16.75,17.0,16.428571428571427,17.35112359550562,17.48,0.0,0.0,0.0,0.0,0.0,48.517857142857146,17.196428571428573,0,51.0,48.0,46.0,52.0,49.0,18.0,15.0,15.0,17.0,18.0,0.0,0.0,0.0,0.0,0.0,87.91070288855506,9.285156365946731,7,3.0,100.0,12.453959123986195,1,6
6,7,0.00018310826271772385,9.155413135886192e-05,0.0004577706567943096,0.006057831691578031,0.0026550698094069958,0.00044251163490116596,0.00027466239407658577,0.001144426641985774,0.018478675512596965,0.010879682609811425,0.0,0.0,0.0,4.577706567943096e-05,1.5259021893143654e-05,0.0,0.0,0.0,4.577706567943096e-05,3.051804378628731e-05,0.4536301254471432,1.542469013389516,0.9980154131023165,0.324907072346523,0.5709657790508879,3.051804378628731e-05,4.577706567943096e-05,6.103608757257462e-05,0.0006408789195120335,0.00027466239407658577,3.051804378628731e-05,4.577706567943096e-05,6.103608757257462e-05,0.0006408789195120335,0.0002899214159697294,2.9064803605987913e-06,1.4532401802993956e-06,7.266200901496978e-06,9.615605859647668e-05,4.214396522868247e-05,2.1798602704490932e-06,1.3530167195890926e-06,5.637569664954552e-06,9.102795819013284e-05,5.359449561483461e-05,0.0,0.0,0.0,7.629510946571827e-05,3.051804378628731e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.091298886503659e-06,6.499087661567001e-06,1.4089686300050912e-05,9.5530202308816e-05,5.7075533995526364e-05,6.323020215923939e-06,5.503171572956837e-06,1.1399234635847815e-05,7.223124873352883e-05,6.188261039532874e-05,0.0,0.0,1.5259021893143654e-05,0.00012207217514514923,7.629510946571827e-05,39.37931034482759,39.333333333333336,38.70666666666666,39.900082576383156,39.32959326788219,20.275862068965516,18.38888888888889,20.266666666666666,20.090008257638317,19.419354838709676,0.0,0.0,0.0,0.0,0.0,39.635467980295566,19.901477832512317,0,36.0,37.0,39.0,45.0,38.0,20.0,11.0,32.0,22.0,21.0,0.0,0.0,0.0,0.0,0.0,145.96689905661725,9.285156365946731,6,6.0,100.0,9.306324870532704,5,7
